## Created using https://www.youtube.com/watch?v=Y40Wy1guAiQ ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"## Summary of mouse longevity data. David Ashbrook 2022, dashbroo@UTHSC.edu. Edited by Wyatt Kaiser 2023 wkaiser1@uthsc.edu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
## Data from replicable mouse populations,Title,Where mice maintained,First Author,Last Author,All authors,Year mice born,Year mice died,Year paper published,Paper type,Reason for looking,Main topic,Strain,Maternal strain,Paternal strain,Cross type,Sex,Age started,Age started (estimated approx. days),Intervention,Method,Diet,Day-night cycle,Lights on/lights off,Temperature,Humidity,Number of mice per cage (newly added) ,Pathogen free?,Individual data available,Individual data imputable from figures,Where data available?,mean,median,SE,SD,N,CV,IMR,MRDT,Minimum lifespan,Maximum lifespan,notes,url,DOI
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD79,BXD79,BXD79,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,417,330,37.532,154.7484003,17,0.371099281,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD83,BXD83,BXD83,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,523,527,58.316,116.632,4,0.223005736,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD84,BXD84,BXD84,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,769,814,44.704,154.8591986,12,0.201377371,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD85,BXD85,BXD85,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,658,645,56.577,195.9884771,12,0.297854828,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD86,BXD86,BXD86,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,804,899,82.424,260.6475739,10,0.324188525,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD87,BXD87,BXD87,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,836,794,48.543,118.9055806,6,0.142231556,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD89,BXD89,BXD89,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,709,751,47.801,165.5875213,12,0.233550806,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD90,BXD90,BXD90,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,706,716,41.492,171.0758986,17,0.242317137,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD91,BXD91,BXD91,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,925,950,62.045,164.1556401,7,0.177465557,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD95,BXD95,BXD95,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,602,596,38.522,108.9566697,8,0.180991146,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD98,BXD98,BXD98,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,623,653,41.5,143.760217,12,0.230754762,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD100,BXD100,BXD100,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,728,811,41.382,175.5689569,18,0.24116615,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD101,BXD101,BXD101,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,688,694,48.971,169.6405202,12,0.246570524,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD102,BXD102,BXD102,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,843,839,65.786,218.1874785,11,0.258822632,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD123,BXD123,BXD123,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,782,874,105.788,183.2301908,3,0.234309707,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD155,BXD155,BXD155,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,638,648,52.505,90.94132765,3,0.142541266,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD157,BXD157,BXD157,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,835,896,95.911,166.122725,3,0.198949371,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD160,BXD160,BXD160,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,740,756,24.768,42.8994344,3,0.057972209,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD161,BXD161,BXD161,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,735,824,80.137,212.0225728,7,0.288466085,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD168,BXD168,BXD168,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,875,911,48.489,167.9708232,12,0.191966655,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
,Gene-by-environment modulation of lifespan and weight gain in the murine BXD family,UTHSC,Roy,Williams,"Suheeta Roy, Maroun Bou Sleiman, Pooja Jha, Jesse F Ingels, Casey J Chapman, Melinda S McCarty, Jesse D Ziebarth, Michael Hook, Anna Sun, Wenyuan Zhao, Jinsong Huang, Sarah M Neuner, Lynda A Wilmott, Thomas M Shapaker, Arthur G Centeno, David G Ashbrook, Megan K Mulligan, Catherine C Kaczorowski, Liza Makowski, Yan Cui, Robert W Read, Richard A Miller, Khyobeni Mozhui, Evan G Williams, Saunak Sen, Lu Lu, Johan Auwerx, Robert W Williams",2011,,2021,Primary,Genetic interventions,Dietry interventions,BXD169,BXD169,BXD169,Inbred,female,>200 days,200,Control,,Harlan-Teklad 7912,12-hour light/dark,,20–24 °C,,,SPF,Yes,NA,http://www.genenetwork.org/show_trait?trait_id=18441&dataset=BXDPublish,671,711,47.555,116.4854847,6,0.173599828,,,,,"Individual data, and various derived values, available on GeneNetwork",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8478125/,https://doi.org/10.1038/s42255-021-00449-w
